duracloud-test-checkme,ARCHIVEIT-4847-MISSING_URLS_PATCH_CRAWL-JOB2700554-20260512142559139-00000-h3.warc.gz,HziDfdAFkKleQjyHwwJoQCDPEvuyjfIq,succeeded,200,,"{""checksum_base64"":""USSar6nACUo="",""ETag"":""665cc568be38420bf71dbe121d8e4ff9"",""checksumAlgorithm"":""CRC64NVME"",""checksumType"":""FULL_OBJECT"",""checksum_hex"":""51249AAFA9C0094A""}"
duracloud-test-checkme,ARCHIVEIT-2135-ANNUAL-JOB2682296-SEED1387333-20260329172559707-00000-h3.warc.gz,_J8cqtT6b.81jnoNgZxxMQR0Abt9bw.4,succeeded,200,,"{""checksum_base64"":""Jc59MrAghVY="",""ETag"":""4e166fe2d873d7da915f352e0a912810"",""checksumAlgorithm"":""CRC64NVME"",""checksumType"":""FULL_OBJECT"",""checksum_hex"":""25CE7D32B0208556""}"
